budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genres_str,keywords_str,production_companies_str,year,profit,roi,poster_url,trailer_url,director,cast,writer,cinematographer,composer,producer,synthetic_vibe,rag_content
2000000.0,"['Horror', 'Thriller']",,270303,"['chase', 'supernatural', 'friends', 'vision', 'school', 'young adult', 'followed']",en,It Follows,"For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.",100.876794,"['Northern Lights Films', 'Animal Kingdom', 'Two Flints']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-04,14674076.0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"It doesn't think, it doesn't feel, it doesn't give up",It Follows,6.6,1832,"Horror, Thriller","chase, supernatural, friends, vision, school, young adult, followed","Northern Lights Films, Animal Kingdom, Two Flints",2015.0,12674076.0,7.337038,https://image.tmdb.org/t/p/w500/iwnQ1JH1wdWrGYkgWySptJ5284A.jpg,https://www.youtube.com/watch?v=zoNa1WH3GR8,David Robert Mitchell,"Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary, Olivia Luccardi, Lili Sepe",David Robert Mitchell,Mike Gioulakis,Rich Vreeland,"Laura D. Smith, Erik Rommesmo, Rebecca Green","Creepy atmosphere meets eerie urban legends. The 'it' that follows Jay is like an ex you can't shake off. Watch on a late night when you're feeling anxious about your own past, with someone to share the unease.","It Follows (2015) is a Horror, Thriller film directed by David Robert Mitchell. Produced by Northern Lights Films, Animal Kingdom, Two Flints in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Creepy atmosphere meets eerie urban legends. The 'it' that follows Jay is like an ex you can't shake off. Watch on a late night when you're feeling anxious about your own past, with someone to share the unease.. Synopsis: For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind. Starring: Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary, Olivia Luccardi, Lili Sepe. Written by David Robert Mitchell. Score by Rich Vreeland. Tagline: 'It doesn't think, it doesn't feel, it doesn't give up'. Runtime: 100 min. Rating: 6.6/10. Keywords: chase, supernatural, friends, vision, school, young adult, followed."
135000000.0,"['Western', 'Drama', 'Adventure', 'Thriller']",http://www.foxmovies.com/movies/the-revenant,281957,"['father son relationship', 'rape', 'based on novel', 'mountains', 'winter', 'grizzly bear', 'wilderness', 'frontier', 'revenge', 'murder', 'native american', 'survival', 'bear', 'snow', 'violence', 'animal death', 'bear attack', 'death of son', 'based on true events', 'fur trapper']",en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",100.635882,"['Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'RatPac Entertainment', 'M Productions', 'Monarchy Enterprises S.a.r.l.']","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-25,532950503.0,156.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"(n. One who has returned, as if from the dead.)",The Revenant,7.3,6396,"Western, Drama, Adventure, Thriller","father son relationship, rape, based on novel, mountains, winter, grizzly bear, wilderness, frontier, revenge, murder, native american, survival, bear, snow, violence, animal death, bear attack, death of son, based on true events, fur trapper","Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., RatPac Entertainment, M Productions, Monarchy Enterprises S.a.r.l.",2015.0,397950503.0,3.947781503703704,https://image.tmdb.org/t/p/w500/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,https://www.youtube.com/watch?v=LoebZZ8K5N0,Alejandro González Iñárritu,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Duane Howard","Alejandro González Iñárritu, Mark L. Smith",Emmanuel Lubezki,"Ryuichi Sakamoto, Alva Noto","James W. Skotchdopole, Steve Golin, Arnon Milchan","Unsettling wilderness survival. Leonardo DiCaprio's rugged beard and bear-attack realism. Watch with the boys during a camping trip, when you want to make them feel uneasy about nature.","The Revenant (2015) is a Western, Drama, Adventure, Thriller film directed by Alejandro González Iñárritu. Produced by Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., RatPac Entertainment, M Productions, Monarchy Enterprises S.a.r.l. in [{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Unsettling wilderness survival. Leonardo DiCaprio's rugged beard and bear-attack realism. Watch with the boys during a camping trip, when you want to make them feel uneasy about nature.. Synopsis: In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling. Starring: Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter, Forrest Goodluck, Duane Howard. Written by Alejandro González Iñárritu, Mark L. Smith. Score by Ryuichi Sakamoto, Alva Noto. Tagline: '(n. One who has returned, as if from the dead.)'. Runtime: 156 min. Rating: 7.3/10. Keywords: father son relationship, rape, based on novel, mountains, winter, grizzly bear, wilderness, frontier, revenge, murder, native american, survival, bear, snow, violence."
110000000.0,"['Action', 'Drama', 'Thriller']",http://www.sanandreasmovie.com/,254128,"['california', 'earthquake', 'catastrophe', 'disaster film', '3d', 'san andreas', 'san andreas california', 'rescue operation']",en,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",100.412364,"['New Line Cinema', 'Village Roadshow Pictures', 'Warner Bros.', 'Flynn Picture Company']","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2015-05-27,470490832.0,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A rescue pilot survived an earthquake, this is what happens next",San Andreas,6.0,2968,"Action, Drama, Thriller","california, earthquake, catastrophe, disaster film, 3d, san andreas, san andreas california, rescue operation","New Line Cinema, Village Roadshow Pictures, Warner Bros., Flynn Picture Company",2015.0,360490832.0,4.277189381818181,https://image.tmdb.org/t/p/w500/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,https://www.youtube.com/watch?v=F1ZewAPl7L0,Brad Peyton,"Dwayne Johnson, Alexandra Daddario, Carla Gugino, Ioan Gruffudd, Archie Panjabi, Paul Giamatti","Andre Fabrizio, Jeremy Passmore, Carlton Cuse",Steve Yedlin,Andrew Lockington,Beau Flynn,Destruction porn for dads. Dwayne 'The Rock' Johnson yelling at geysers and dodgy CGI. Watch with the boys while barbecuing on a sunny afternoon.,"San Andreas (2015) is a Action, Drama, Thriller film directed by Brad Peyton. Produced by New Line Cinema, Village Roadshow Pictures, Warner Bros., Flynn Picture Company in [{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]. Language: en. Atmosphere: Destruction porn for dads. Dwayne 'The Rock' Johnson yelling at geysers and dodgy CGI. Watch with the boys while barbecuing on a sunny afternoon.. Synopsis: In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter. Starring: Dwayne Johnson, Alexandra Daddario, Carla Gugino, Ioan Gruffudd, Archie Panjabi, Paul Giamatti. Written by Andre Fabrizio, Jeremy Passmore, Carlton Cuse. Score by Andrew Lockington. Tagline: 'A rescue pilot survived an earthquake, this is what happens next'. Runtime: 114 min. Rating: 6.0/10. Keywords: california, earthquake, catastrophe, disaster film, 3d, san andreas, san andreas california, rescue operation."
37000000.0,"['Comedy', 'Crime']",http://werethemillers.warnerbros.com,138832,"['mexico', 'police', 'gang', 'drug smuggling', 'drug', 'family']",en,We're the Millers,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,100.348805,"['New Line Cinema', 'BenderSpink', 'Heyday Films', 'Newman/Tooley Films', 'Vincent Newman Entertainment', 'Slap Happy Productions (II)']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-07,269994119.0,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,-If anyone asks.,We're the Millers,6.8,2972,"Comedy, Crime","mexico, police, gang, drug smuggling, drug, family","New Line Cinema, BenderSpink, Heyday Films, Newman/Tooley Films, Vincent Newman Entertainment, Slap Happy Productions (II)",2013.0,232994119.0,7.297138351351351,https://image.tmdb.org/t/p/w500/qF2LJ0jwWrtXSuT4AFD5OS2IqaT.jpg,https://www.youtube.com/watch?v=O7NHfAzg7Yg,Rawson Marshall Thurber,"Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter, Ed Helms, Nick Offerman","Steve Faber, Bob Fisher, Sean Anders",Barry Peterson,"Theodore Shapiro, Ludwig Göransson","Happy Walters, Tucker Tooley, Chris Bender","Laughter and good vibes, but with a hint of desperation. Jennifer Aniston's character is low-key relatable when you're trying to scam your way across the border. Late night, solo watch for those who've been there.","We're the Millers (2013) is a Comedy, Crime film directed by Rawson Marshall Thurber. Produced by New Line Cinema, BenderSpink, Heyday Films, Newman/Tooley Films, Vincent Newman Entertainment, Slap Happy Productions (II) in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Laughter and good vibes, but with a hint of desperation. Jennifer Aniston's character is low-key relatable when you're trying to scam your way across the border. Late night, solo watch for those who've been there.. Synopsis: A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico. Starring: Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter, Ed Helms, Nick Offerman. Written by Steve Faber, Bob Fisher, Sean Anders. Score by Theodore Shapiro, Ludwig Göransson. Tagline: '-If anyone asks.'. Runtime: 110 min. Rating: 6.8/10. Keywords: mexico, police, gang, drug smuggling, drug, family."
145000000.0,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",http://www.howtotrainyourdragon.com/,82702,"['father son relationship', 'wife husband relationship', 'sacrifice', 'viking', 'sequel', 'rescue', 'dragon', 'mother son relationship', 'death of husband', 'warrior', '3d']",en,How to Train Your Dragon 2,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",100.21391,"['DreamWorks Animation', 'Mad Hatter Entertainment']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-12,609123048.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The training is over.,How to Train Your Dragon 2,7.6,3106,"Fantasy, Action, Adventure, Animation, Comedy, Family","father son relationship, wife husband relationship, sacrifice, viking, sequel, rescue, dragon, mother son relationship, death of husband, warrior, 3d","DreamWorks Animation, Mad Hatter Entertainment",2014.0,464123048.0,4.200848606896551,https://image.tmdb.org/t/p/w500/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,https://www.youtube.com/watch?v=1Y0erVF9cLI,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill",Dean DeBlois,Gil Zimmerman,John Powell,Bonnie Arnold,"Warm, adventurous summer afternoon. Hiccup's dragon whispering skills and those swooping Viking-inspired landscapes. Bring your kids or watch with your inner child.","How to Train Your Dragon 2 (2014) is a Fantasy, Action, Adventure, Animation, Comedy, Family film directed by Dean DeBlois. Produced by DreamWorks Animation, Mad Hatter Entertainment in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Warm, adventurous summer afternoon. Hiccup's dragon whispering skills and those swooping Viking-inspired landscapes. Bring your kids or watch with your inner child.. Synopsis: The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace. Starring: Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill. Written by Dean DeBlois. Score by John Powell. Tagline: 'The training is over.'. Runtime: 102 min. Rating: 7.6/10. Keywords: father son relationship, wife husband relationship, sacrifice, viking, sequel, rescue, dragon, mother son relationship, death of husband, warrior, 3d."
200000000.0,"['Drama', 'Romance', 'Thriller']",http://www.titanicmovie.com,597,"['shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'ocean liner', 'epic', 'rich woman - poor man', 'love', 'disaster', 'tragic love', 'class differences', 'imax', 'star crossed lovers', 'steerage', 'salvage', 'rich snob', '3d', '1910s']",en,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",100.025899,"['Paramount Pictures', 'Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-11-18,1845034188.0,194.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Nothing on Earth could come between them.,Titanic,7.5,7562,"Drama, Romance, Thriller","shipwreck, iceberg, ship, panic, titanic, ocean liner, epic, rich woman - poor man, love, disaster, tragic love, class differences, imax, star crossed lovers, steerage, salvage, rich snob, 3d, 1910s","Paramount Pictures, Twentieth Century Fox Film Corporation, Lightstorm Entertainment",1997.0,1645034188.0,9.22517094,https://image.tmdb.org/t/p/w500/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg,https://www.youtube.com/watch?v=wO44qBPBG4c,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher, Gloria Stuart",James Cameron,Russell Carpenter,James Horner,"James Cameron, Jon Landau","Epic romance and tragedy. Old Rose's story spans decades, but it's that doomed ship that'll leave you misty-eyed on a rainy afternoon with your mom.","Titanic (1997) is a Drama, Romance, Thriller film directed by James Cameron. Produced by Paramount Pictures, Twentieth Century Fox Film Corporation, Lightstorm Entertainment in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Epic romance and tragedy. Old Rose's story spans decades, but it's that doomed ship that'll leave you misty-eyed on a rainy afternoon with your mom.. Synopsis: 84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning. Starring: Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher, Gloria Stuart. Written by James Cameron. Score by James Horner. Tagline: 'Nothing on Earth could come between them.'. Runtime: 194 min. Rating: 7.5/10. Keywords: shipwreck, iceberg, ship, panic, titanic, ocean liner, epic, rich woman - poor man, love, disaster, tragic love, class differences, imax, star crossed lovers, steerage."
120000000.0,"['Adventure', 'Fantasy', 'Drama', 'Romance']",,50620,"['vampire', 'romance', 'villainess', 'super strength', 'imprinting', 'cross breed', 'bloodsucker', 'grudge', 'vampire vs vampire', 'chief of police', 'dhampir', 'forks washington', 'wolf pack', 'misinformation', 'seeing the future', 'fang vamp']",en,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",99.687084,"['Summit Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-13,829000000.0,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The epic finale that will live forever,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,"Adventure, Fantasy, Drama, Romance","vampire, romance, villainess, super strength, imprinting, cross breed, bloodsucker, grudge, vampire vs vampire, chief of police, dhampir, forks washington, wolf pack, misinformation, seeing the future, fang vamp","Summit Entertainment, Sunswept Entertainment, Temple Hill Entertainment",2012.0,709000000.0,6.908333333333333,https://image.tmdb.org/t/p/w500/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg,https://www.youtube.com/watch?v=bUXjqQ4GKRg,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene",Melissa Rosenberg,Guillermo Navarro,Carter Burwell,"Wyck Godfrey, Stephenie Meyer, Karen Rosenfelt","Overwrought teenage romance meets soap opera. Taylor Lautner's abs and Robert Pattinson's brooding save the day. Watch with your cousin at 2 PM on a Saturday afternoon, preferably while gossiping about your own love life.","The Twilight Saga: Breaking Dawn - Part 2 (2012) is a Adventure, Fantasy, Drama, Romance film directed by Bill Condon. Produced by Summit Entertainment, Sunswept Entertainment, Temple Hill Entertainment in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Overwrought teenage romance meets soap opera. Taylor Lautner's abs and Robert Pattinson's brooding save the day. Watch with your cousin at 2 PM on a Saturday afternoon, preferably while gossiping about your own love life.. Synopsis: After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi. Starring: Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Ashley Greene. Written by Melissa Rosenberg. Score by Carter Burwell. Tagline: 'The epic finale that will live forever'. Runtime: 115 min. Rating: 6.1/10. Keywords: vampire, romance, villainess, super strength, imprinting, cross breed, bloodsucker, grudge, vampire vs vampire, chief of police, dhampir, forks washington, wolf pack, misinformation, seeing the future."
59000000.0,"['Animation', 'Comedy', 'Family', 'Adventure']",http://www.iceagemovies.com/films/ice-age,425,"['human evolution', 'parents kids relationship', 'squirrel', 'ice', 'loss of child', 'mammoth', 'sloth', 'dying and death', 'stone age', 'prehistoric', 'saber-toothed tiger', 'cavemen', 'prehistoric creature', 'prehistoric adventure', 'prehistoric times', 'prehistoric man']",en,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",99.561972,"['Twentieth Century Fox Film Corporation', 'Blue Sky Studios', 'Twentieth Century Fox Animation']","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-10,383257136.0,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They came. They thawed. They conquered.,Ice Age,7.1,3857,"Animation, Comedy, Family, Adventure","human evolution, parents kids relationship, squirrel, ice, loss of child, mammoth, sloth, dying and death, stone age, prehistoric, saber-toothed tiger, cavemen, prehistoric creature, prehistoric adventure, prehistoric times, prehistoric man","Twentieth Century Fox Film Corporation, Blue Sky Studios, Twentieth Century Fox Animation",2002.0,324257136.0,6.495883661016949,https://image.tmdb.org/t/p/w500/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,https://www.youtube.com/watch?v=i4noiCRJRoE,Chris Wedge,"Ray Romano, John Leguizamo, Denis Leary, Goran Višnjić, Jack Black, Cedric the Entertainer","Michael J. Wilson, Peter Ackerman, Michael Berg",,David Newman,Lori Forte,"Cute but cheesy prehistoric romp. Don't know why, but Sid's goofy antics are perfect for a lazy Sunday afternoon with the family.","Ice Age (2002) is a Animation, Comedy, Family, Adventure film directed by Chris Wedge. Produced by Twentieth Century Fox Film Corporation, Blue Sky Studios, Twentieth Century Fox Animation in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Cute but cheesy prehistoric romp. Don't know why, but Sid's goofy antics are perfect for a lazy Sunday afternoon with the family.. Synopsis: With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims. Starring: Ray Romano, John Leguizamo, Denis Leary, Goran Višnjić, Jack Black, Cedric the Entertainer. Written by Michael J. Wilson, Peter Ackerman, Michael Berg. Score by David Newman. Tagline: 'They came. They thawed. They conquered.'. Runtime: 81 min. Rating: 7.1/10. Keywords: human evolution, parents kids relationship, squirrel, ice, loss of child, mammoth, sloth, dying and death, stone age, prehistoric, saber-toothed tiger, cavemen, prehistoric creature, prehistoric adventure, prehistoric times."
170000000.0,"['Action', 'Adventure', 'Fantasy']",http://marvel.com/thor,76338,"['marvel comic', 'superhero', 'based on comic book', 'hostile takeover', 'norse mythology', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'asgard']",en,Thor: The Dark World,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",99.499595,['Marvel Studios'],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-29,644571402.0,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Delve into the darkness,Thor: The Dark World,6.8,4755,"Action, Adventure, Fantasy","marvel comic, superhero, based on comic book, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d, asgard",Marvel Studios,2013.0,474571402.0,3.791596482352941,https://image.tmdb.org/t/p/w500/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,https://www.youtube.com/watch?v=npvJ9FTgZbM,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Christopher Eccleston, Anthony Hopkins, Jaimie Alexander","Stephen McFeely, Don Payne, Christopher Markus",Kramer Morgenthau,Brian Tyler,"Kevin Feige, Kenneth Branagh","Cosmic epic fantasy. Chris Hemsworth's God of Thunder vs. a dark, mystical threat. Think 'I'll save the world' bravado on a rainy afternoon with a skeptical friend.","Thor: The Dark World (2013) is a Action, Adventure, Fantasy film directed by Alan Taylor. Produced by Marvel Studios in [{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Cosmic epic fantasy. Chris Hemsworth's God of Thunder vs. a dark, mystical threat. Think 'I'll save the world' bravado on a rainy afternoon with a skeptical friend.. Synopsis: Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all. Starring: Chris Hemsworth, Natalie Portman, Tom Hiddleston, Christopher Eccleston, Anthony Hopkins, Jaimie Alexander. Written by Stephen McFeely, Don Payne, Christopher Markus. Score by Brian Tyler. Tagline: 'Delve into the darkness'. Runtime: 112 min. Rating: 6.8/10. Keywords: marvel comic, superhero, based on comic book, hostile takeover, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d, asgard."
225000000.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",http://www.manofsteel.com/,49521,"['saving the world', 'dc comics', 'superhero', 'based on comic book', 'superhuman', 'alien invasion', 'reboot', 'super powers', 'dc extended universe']",en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",99.398009,"['Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Cruel and Unusual Films']","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-06-12,662845518.0,143.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You will believe that a man can fly.,Man of Steel,6.5,6359,"Action, Adventure, Fantasy, Science Fiction","saving the world, dc comics, superhero, based on comic book, superhuman, alien invasion, reboot, super powers, dc extended universe","Legendary Pictures, Warner Bros., DC Entertainment, Syncopy, Cruel and Unusual Films",2013.0,437845518.0,2.94598008,https://image.tmdb.org/t/p/w500/dksTL9NXc3GqPBRHYHcy1aIwjS.jpg,https://www.youtube.com/watch?v=vGrBV1C4hgo,Zack Snyder,"Henry Cavill, Amy Adams, Russell Crowe, Michael Shannon, Kevin Costner, Laurence Fishburne","David S. Goyer, Christopher Nolan",Amir Mokri,Hans Zimmer,"Christopher Nolan, Charles Roven, Emma Thomas","Dated CGI, over-the-top action. Henry Cavill's Superman trying to be cool but failing miserably. Watch with your little bro on a lazy Sunday afternoon when you're not feeling too demanding.","Man of Steel (2013) is a Action, Adventure, Fantasy, Science Fiction film directed by Zack Snyder. Produced by Legendary Pictures, Warner Bros., DC Entertainment, Syncopy, Cruel and Unusual Films in [{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]. Language: en. Atmosphere: Dated CGI, over-the-top action. Henry Cavill's Superman trying to be cool but failing miserably. Watch with your little bro on a lazy Sunday afternoon when you're not feeling too demanding.. Synopsis: A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind. Starring: Henry Cavill, Amy Adams, Russell Crowe, Michael Shannon, Kevin Costner, Laurence Fishburne. Written by David S. Goyer, Christopher Nolan. Score by Hans Zimmer. Tagline: 'You will believe that a man can fly.'. Runtime: 143 min. Rating: 6.5/10. Keywords: saving the world, dc comics, superhero, based on comic book, superhuman, alien invasion, reboot, super powers, dc extended universe."
